date,open,close,high,low,volume,money,factor,turnover,turnover_free
2021-05-10,8.519,8.679,8.818999999999999,8.349,438923.98,383302.156,0.98625,,0.0
2021-05-11,8.539,8.709,8.979,8.399,507172.55,446728.475,0.9862967157417892,,0.0
2021-05-12,8.568999999999999,8.578999999999999,8.738999999999999,8.399,329621.28,286565.499,0.9860919540229884,,0.0
2021-05-13,8.449,8.769,8.949,8.389,469533.88,415721.428,0.9863892013498312,,0.0
2021-05-14,8.679,8.899,9.449,8.629,630807.23,583332.022,0.9865853658536584,,0.0
2021-05-17,8.609,9.379,9.799,8.559,675316.33,634670.85,0.9872631578947368,,0.0
2021-05-18,9.149,9.559,9.559,8.779,627361.55,582873.413,0.9875,,0.0
2021-05-19,9.489,10.529,10.529,9.339,786091.01,805536.499,0.9886384976525822,,0.0
2021-05-20,10.879,10.179,11.359,9.979,1259701.16,1354110.852,0.988252427184466,,0.0
2021-05-21,10.269,10.259,10.579,9.989,774976.61,810698.631,0.9883429672447012,,0.0
2021-05-24,10.099,9.779,10.419,9.679,669611.75,673274.728,0.9877777777777778,,0.0
2021-05-25,9.679,9.989,10.109,9.679,478001.68,479428.396,0.9880316518298714,,0.0
2021-05-26,9.899,10.309,10.559,9.799,607794.54,631317.708,0.988398849472675,,0.0
2021-05-27,10.189,9.999,10.579,9.979,538855.68,557574.122,0.9880434782608696,,0.0
2021-05-28,9.939,9.869,10.229,9.789,470641.11,473965.973,0.9878878878878878,,0.0
2021-05-31,9.699,9.979,10.009,9.549,435099.93,431965.777,0.988019801980198,,0.0
2021-06-01,9.899,9.929,10.099,9.749,368425.46,367951.5,0.9879601990049752,,0.0
2021-06-02,9.939,9.719,10.069,9.719,309882.03,309484.405,0.9877032520325204,,0.0
2021-06-03,9.729,9.229,9.739,9.219,406388.16,385914.829,0.9870588235294118,,0.0
2021-06-04,9.179,9.089,9.359,9.029,227865.3,212455.952,0.9868621064060804,,0.0
2021-06-07,8.959,9.189,9.239,8.959,195814.67,180582.921,0.987003222341568,,0.0
2021-06-08,9.179,8.879,9.189,8.818999999999999,249574.1,226769.468,0.9865555555555556,,0.0
2021-06-09,8.849,9.049,9.109,8.828999999999999,184979.65,168856.964,0.98680479825518,,0.0
2021-06-10,8.998999999999999,8.988999999999999,9.109,8.929,176111.65,160945.783,0.9867178924259056,,0.0
2021-06-11,9.069,9.419,9.499,8.998999999999999,357820.53,338621.726,0.9873165618448636,,0.0
2021-06-15,9.429,9.339,9.629,9.129,244081.49,230455.866,0.9872093023255814,,0.0
2021-06-16,9.229,8.828999999999999,9.239,8.779,237848.13,215605.924,0.9864804469273742,,0.0
2021-06-17,8.729,8.059,8.779,7.979,438023.93,365247.965,0.98520782396088,,0.0
2021-06-18,8.119,8.238999999999999,8.279,7.999,196741.13,163126.929,0.9855263157894736,,0.0
2021-06-21,8.299,8.279,8.429,8.099,195679.08,164039.229,0.985595238095238,,0.0
2021-06-22,8.279,8.359,8.399,8.109,246965.17,206561.174,0.9857311320754716,,0.0
